label,title
6,"Alzheimer's Disease: APP, Gamma Secretase, APOE, CLU, CR1, PICALM, ABCA7, BIN1, CD2AP, CD33, EPHA1, and MS4A2, and Their Relationships with Herpes Simplex, C. Pneumoniae, Other Suspect Pathogens, and the Immune System"
6,Antioxidant Defence Systems and Oxidative Stress in Poultry Biology: An Update
6,Breaking Bad: How Viruses Subvert the Cell Cycle
5,Chapter 3 Biology and Diseases of Mice
5,Viral gastroenteritis
5,Bat coronavirus phylogeography in the western Indian Ocean
5,8 Digestive System
5,Emerging infectious diseases
5,Emerging infectious diseases
5,Chapter 9 Respiratory System Diseases of Nonhuman Primates
5,Chapter 28 Selected Zoonoses
5,Chapter 33 Animal Models of Human Viral Diseases
5,Feline Coronavirus 3c Protein: A Candidate for a Virulence Marker?
5,Feline Infectious Peritonitis
5,Middle East respiratory syndrome coronavirus neutralising serum antibodies in dromedary camels: a comparative serological study
5,Hantavirus Reservoirs: Current Status with an Emphasis on Data from Brazil
5,Could FIV zoonosis responsible of the breakdown of the pathocenosis which has reduced the European CCR5-Delta32 allele frequencies?
5,Bats host major mammalian paramyxoviruses
5,Middle East respiratory syndrome coronavirus in dromedary camels: an outbreak investigation
5,Chapter 12 Biology and Diseases of Dogs
5,"European bat lyssaviruses: Distribution, prevalence and implications for conservation"
5,Severe Acute Respiratory Syndrome (SARS)
5,Chapter 25 Chiroptera
5,"Transmission of Middle East Respiratory Syndrome Coronavirus Infections in Healthcare Settings, Abu Dhabi"
5,Mating strategy is determinant of adenovirus prevalence in European bats
5,Mating strategy is determinant of Adenovirus prevalence in European bats
5,World Health Organization declares global emergency: A review of the 2019 novel coronavirus (COVID-19)
5,Important mammalian veterinary viral immunodiseases and their control
5,"Emergence, Natural History, and Variation of Canine, Mink, and Feline Parvoviruses"
5,Infectious causes of reproductive loss in camelids
5,Transmission and evolution of the Middle East respiratory syndrome coronavirus in Saudi Arabia: a descriptive genomic study
5,Chapter 13 Viral Disease
5,Emerging Viral Infections
5,"MERS coronavirus: diagnostics, epidemiology and transmission"
5,Canine and feline pregnancy loss due to viral and non-infectious causes: A review
5,Fever of Unknown Origin Due to Zoonoses
5,Nonneoplastic disorders of the brain
5,Clinical features and viral diagnosis of two cases of infection with Middle East Respiratory Syndrome coronavirus: a report of nosocomial transmission
5,Can Bats Serve as Reservoirs for Arboviruses?
5,Presence of Vaccine-Derived Newcastle Disease Viruses in Wild Birds
5,"Nipah virus: epidemiology, pathology, immunobiology and advances in diagnosis, vaccine designing and control strategies – a comprehensive review"
5,Emerging tick-borne infections in mainland China: an increasing public health threat
5,Pan-European Study on the Prevalence of the Feline Leukaemia Virus Infection – Reported by the European Advisory Board on Cat Diseases (ABCD Europe)
5,"Gut Virome Analysis of Cameroonians Reveals High Diversity of Enteric Viruses, Including Potential Interspecies Transmitted Viruses"
5,Inhibition of SARS-CoV-2 infection (previously 2019-nCoV) by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high capacity to mediate membrane fusion
5,Lower respiratory tract infections in cats Reaching beyond empirical therapy
5,State of cat genomics
5,MERS coronaviruses from camels in Africa exhibit region-dependent genetic diversity
5,Zoonotic origin and transmission of Middle East respiratory syndrome coronavirus in the UAE
5,Chapter 8 Changing how we think about infectious diseases
5,"Chapter 12 Procyonidae, Viverridae, Hyenidae, Herpestidae, Eupleridae, and Prionodontidae"
5,"Donkey Internal Medicine—Part II: Cardiovascular, Respiratory, Neurologic, Urinary, Ophthalmic, Dermatology, and Musculoskeletal Disorders"
5,Middle East Respiratory Syndrome Coronavirus Quasispecies That Include Homologues of Human Isolates Revealed through Whole-Genome Analysis and Virus Cultured from Dromedary Camels in Saudi Arabia
4,3 Developmental and Inherited Liver Disease
4,World Health Organization
4,World Health Organization
4,A systematic review of community-based interventions for emerging zoonotic infectious diseases in Southeast Asia
4,Quantifying risks and interventions that have affected the burden of lower respiratory infections among children younger than 5 years: an analysis for the Global Burden of Disease Study 2017
4,Liver diseases in the Asia-Pacific region: a Lancet Gastroenterology & Hepatology Commission
4,Chapter Three Climate Change and the Neglected Tropical Diseases
4,Endogenous opiates: 1993
4,The structure and dynamics of multilayer networks
4,epic3: National Evidence-Based Guidelines for Preventing Healthcare-Associated Infections in NHS Hospitals in England
4,Chapter 4 Biology and Diseases of Rats
4,Chapter 8 Reproduction and Breeding of Nonhuman Primates
4,"Intranasal administration of oxytocin: Behavioral and clinical effects, a review"
4,A compendium of reviews in biochemistry and molecular biology published in the second half of 1991
4,Chapter Seven Computer simulations of protein–membrane systems
4,Chapter 1 Introduction
4,Chapter 1 Introduction
4,Transport impacts on atmosphere and climate: Aviation
4,Centers for Disease Control
4,"Examining the inclusion of patients and their family members in infection prevention and control policies and guidelines across Bangladesh, Indonesia, and South Korea"
4,Chapter 10 Biology and Diseases of Rabbits
4,Aircraft engine exhaust emissions and other airport-related contributions to ambient air pollution: A review
4,European Monitoring Systems and Data for Assessing Environmental and Climate Impacts on Human Infectious Diseases
4,Chapter 13 National Health Systems
4,epic2: National Evidence-Based Guidelines for Preventing Healthcare-Associated Infections in NHS Hospitals in England
4,"The Past, Present, and Future of Public Health Surveillance"
4,"Invasive alien plant species: Their impact on environment, ecosystem services and human health"
4,Chapter 6 Biology and Diseases of Guinea Pigs
4,Chapter 5 Biology and Diseases of Hamsters
4,"The bushmeat and food security nexus: A global account of the contributions, conundrums and ethical collisions"
4,The metaRbolomics Toolbox in Bioconductor and beyond
4,2.6 Anti-infective Agents
4,Public Health Responses to and Challenges for the Control of Dengue Transmission in High-Income Countries: Four Case Studies
4,Infectome: A platform to trace infectious triggers of autoimmunity
4,"Globalization, migration health, and educational preparation for transnational medical encounters"
4,Chapter 11 Microbiological Quality Control for Laboratory Rodents and Lagomorphs
4,Parasites or Cohabitants: Cruel Omnipresent Usurpers or Creative “Éminences Grises”?
4,Canada's universal health-care system: achieving its potential
4,Epidemiology of Parkinson's disease
4,"10.12 Aquatic Ecosystems, Human Health, and Ecohydrology"
4,Chapter 38 Animal Models of Human Viral Diseases
4,"Traumatic Spinal Cord Injury: An Overview of Pathophysiology, Models and Acute Injury Mechanisms"
4,Chapter 6 Clinical Chemistry of the Laboratory Mouse
4,4 Cleaning and Disinfecting Gastrointestinal Endoscopy Equipment
4,A systematic review and evaluation of Zika virus forecasting and prediction research during a public health emergency of international concern
4,A systematic review and evaluation of Zika virus forecasting and prediction research during a public health emergency of international concern
4,Chapter 52 Gerbils
4,Chapter 22 Integrated Sensor Systems and Data Fusion for Homeland Protection
4,"Nonproliferative and Proliferative Lesions of the Gastrointestinal Tract, Pancreas and Salivary Glands of the Rat and Mouse"
4,Chapter 3 Main Groups of Microorganisms of Relevance for Food Safety and Stability General Aspects and Overall Description
3,The Molecular Biology of Coronaviruses
3,The Molecular Biology of Coronaviruses
3,The Molecular Biology of Coronaviruses
3,Identification of a Novel Base J Binding Protein Complex Involved in RNA Polymerase II Transcription Termination in Trypanosomes
3,Ribosomal frameshifting and transcriptional slippage: From genetic steganography and cryptography to adventitious use
3,Molecular and phylogenetic analysis of matrix gene of avian influenza viruses isolated from wild birds and live bird markets in the USA
3,Chapter 6 Cubic Membranes The Missing Dimension of Cell Membrane Organization
3,Pushing the limits of the scanning mechanism for initiation of translation
3,Chitosans for delivery of nucleic acids
3,Regulation of Protein Synthesis in Virus-Infected Animal Cells
3,S-layers: principles and applications
3,Evolutionary aspects of lipoxygenases and genetic diversity of human leukotriene signaling
3,The 5′-Untranslated Region of Picornaviral Genomes
3,"25. Interferons Alpha, Beta, and Omega"
3,SheddomeDB: the ectodomain shedding database for membrane-bound shed markers
3,The how and why of lncRNA function: An innate immune perspective
3,Evolutionary proteomics uncovers ciliary signaling components
3,Chapter 6 Protein Sorting in the Secretory Pathway
3,"Central nervous system myelin: structure, function, and pathology"
3,Bringing them together: Plasmid pMV158 rolling circle replication and conjugation under an evolutionary perspective
3,Isolation of a Divergent Strain of Bovine Parainfluenza Virus Type 3 (BPIV3) Infecting Cattle in China
3,"Chapter Five Emerging Themes in PDZ Domain Signaling Structure, Function, and Inhibition"
3,Genomic Characterization of a Newly Discovered Coronavirus Associated with Acute Respiratory Distress Syndrome in Humans
3,MxB restricts HIV-1 by targeting the tri-hexamer interface of the viral capsid
3,"Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020"
3,Viral and cellular mRNA capping: Past and prospects
3,The alphabet of intrinsic disorder: II. Various roles of glutamic acid in ordered and intrinsically disordered proteins
3,Functional ultrastructure of the plant nucleolus
3,Strategies for successful recombinant expression of disulfide bond-dependent proteins in Escherichia coli
3,Chapter 14 Biology and Diseases of Ferrets
3,Chemical and Conformational Diversity of Modified Nucleosides Affects tRNA Structure and Function
3,Retrospective on the all-in-one retroviral nucleocapsid protein
3,Challenges and opportunities in the purification of recombinant tagged proteins
3,Membrane Glycoproteins of Enveloped Viruses
3,Deiminated proteins in extracellular vesicles and serum of llama (Lama glama)—Novel insights into camelid immunity
3,"Proteomics: Challenges, Techniques and Possibilities to Overcome Biological Sample Complexity"
3,1.47 Viruses and Virus-Like Particles in Biotechnology Fundamentals and Applications
3,Pathogenicity-associated protein domains: The fiercely-conserved evolutionary signatures
3,Using LongSAGE to Detect Biomarkers of Cervical Cancer Potentially Amenable to Optical Contrast Agent Labelling
3,"Chapter 12 Genetics, Pathogenesis and Evolution of Picornaviruses"
3,Nucleolar and Ribosomal DNA Structure under Stress: Yeast Lessons for Aging and Cancer
3,Chapter 32 Nidoviruses of Fish and Crustaceans
3,A Single Cell but Many Different Transcripts: A Journey into the World of Long Non-Coding RNAs
3,Chapter six Mechanism of Function of Viral Channel Proteins and Implications for Drug Development
3,"The genome of the crustacean Parhyale hawaiensis: a model for animal development, regeneration, immunity and lignocellulose digestion"
3,The new (dis)order in RNA regulation
3,Progress and outlook in structural biology of large viral RNAs
3,mRNA as novel technology for passive immunotherapy
3,Chapter 1 Membrane-Anchored Serine Proteases in Health and Disease
3,IMG/VR: a database of cultured and uncultured DNA Viruses and retroviruses
2,État actuel de la prise en charge des infections rhinosinusiennes aiguës de l'enfant en France
2,Vascularites associées aux infections virales
2,Antagonistes du récepteur CCR5 et infection par le VIH-1 : bases et conséquences de cette approche thérapeutique
2,Transmisión de enfermedades en los vuelos comerciales: del mito a la realidad
2,Guías para el manejo de la neumonía comunitaria del adulto que precisa ingreso en el hospital
2,Shock settico
2,"Comment évaluer, orienter et suivre un patient ayant une pneumonie aiguë communautaire ? Une exacerbation de bronchopneumopathie chronique obstructive ? Évaluation des facteurs de risque d'acquisition, d'évolution compliquée et/ou de mortalité, des signes de gravité. Choix du lieu de la prise en charge et orientation du suivi"
2,Documento de consenso sobre el diagnóstico y tratamiento de la faringoamigdalitis aguda
2,Enfermedades infecciosas importadas en España
2,"Prise en charge des infections des voies respiratoires basses de l'immunocompétent. Partie concernant les définitions, l'épidémiologie et les éléments du diagnostic"
2,Toux chronique de l’enfant
2,Rhinopharyngites de l’enfant
2,Principi e indicazioni dell’assistenza circolatoria e respiratoria extracorporea in chirurgia toracica
2,Principi e indicazioni dell’assistenza circolatoria e respiratoria extracorporea in chirurgia toracica
2,Rianimazione e prevenzione delle infezioni nosocomiali
2,Entrada del virus de la inmunodeficiencia humana en las células: mecanismos y posibilidades terapéuticas
2,Guía de consenso para el abordaje de la neumonía adquirida en la comunidad en el paciente anciano
2,Polmoniti nosocomiali acquisite sotto ventilazione meccanica
2,Imagerie moderne des pneumonies infectieuses aiguës
2,"Aspects cliniques, physiopathologiques, et thérapeutiques de la sclérose en plaques"
2,Qu’apprend-t-on de nouveau des épidémies émergentes ?
2,La BPCO : une maladie qui commence précocement
2,Manifestations cutanées des maladies internes du chien
2,Papel de las enfermedades infecciosas en el desarrollo de la esclerosis múltiple: evidencia científica
2,Enfermedad de kawasaki
2,Biologie moléculaire et microbiologie clinique en 2007 Les applications et leur avenir – Partie 2
2,Recomendaciones para el manejo de la faringoamigdalitis aguda del adulto
2,Recomendaciones para el manejo de la faringoamigdalitis aguda del adulto
2,Recomendaciones para el manejo de la faringoamigdalitis aguda del adulto
2,Évolution des techniques de préparation des produits sanguins labiles (PSL) : inactivation des pathogènes dans les PSL
2,Que reste t-il de la microscopie électronique pour le diagnostic anatomopathologique en 2010 ?
2,La maladie de Parkinson est-elle une maladie à prion ?
2,Organisation de la ventilation artificielle dans les unités de réanimation en France
2,Adecuación del tratamiento de la faringoamigdalitis aguda a la evidencia científica
2,SDRA par pneumonie à EBV
2,Diarrhées infectieuses d'importation : diagnostic étiologique
2,Papel de los receptores toll-like en las enfermedades respiratorias
2,Neoplasias hematológicas: interpretación de los hallazgos pulmonares en la tomografía computarizada torácica
2,Les techniques de séquençage de l’ADN : une révolution en marche. Première partie
2,Quelle place et quel avenir pour l’anatomo-cyto-pathologie des maladies infectieuses et tropicales en France ?
2,Encefalomielite acuta disseminata
2,Fiebre en el viajero retornado del trópico
2,Paciente con fiebre y exantema
2,Bronchiolite del lattante
2,Utilización adecuada del lenguaje médico: principales problemas y soluciones
2,Infecciones respiratorias
2,Gripe A (H1N1)v pandémica en UCI: ¿qué hemos aprendido?
2,Aciertos y errores en la gestión de las crisis de salud pública en España
2,La espectrometría de masas en el laboratorio de microbiología clínica
2,Infección nosocomial en el paciente receptor de un trasplante de órgano sólido o de precursores hematopoyéticos
1,Chapter One Exploration of the Sialic Acid World
1,Chapter 16 Passive Monoclonal and Polyclonal Antibody Therapies
1,Picornavirus inhibitors
1,Inorganic Complexes and Metal-Based Nanomaterials for Infectious Disease Diagnostics
1,Detection of contaminants in water supply: A review on state-of-the-art monitoring technologies and their applications
1,"The synthesis, antiviral, cytostatic and cytotoxic evaluation of a new series of acyclonucleotide analogues with a 1,2,3-triazole linker"
1,Biophysical approaches for exploring lipopeptide-lipid interactions
1,Chapter 8 The Control of Microbiological Problems ∗ ∗ Some excerpts taken from Bajpai P (2012). Biotechnology for Pulp and Paper Processing with kind permission from Springer Science1Business Media.
1,Chapter 1 Introduction
1,Toxin-Based Therapeutic Approaches
1,Chapter 6 Design and Creativity in Synthesis of Multivalent Neoglycoconjugates
1,Mannich bases in medicinal chemistry and drug design
1,5-Ene-4-thiazolidinones – An efficient tool in medicinal chemistry
1,Rhinosinusitis: Establishing definitions for clinical research and patient care
1,Rhinosinusitis: Establishing definitions for clinical research and patient care
1,Plants as bioreactors: Recent developments and emerging opportunities
1,Microbial Proteases Applications
1,Polysaccharide-based chromatographic adsorbents for virus purification and viral clearance
1,"Quaternary ammonium-based biomedical materials: State-of-the-art, toxicological aspects and antimicrobial resistance"
1,Novel Isoxazolidine and γ-Lactam Analogues of Homonucleosides
1,Medicinal plants – prophylactic and therapeutic options for gastrointestinal and respiratory diseases in calves and piglets? A systematic review
1,What Macromolecular Crowding Can Do to a Protein
1,14 Specific testing of textiles for transportation
1,Rapid and accurate viral diagnosis
1,Compounds with anti-influenza activity: present and future of strategies for the optimal treatment and management of influenza Part II: Future compounds against influenza virus
1,Novel Therapeutic Approaches Targeting the Renin-Angiotensin System and Associated Peptides in Hypertension and Heart Failure
1,12 Advances in Cancer Chemotherapeutic Drug Research in China
1,Intestinal lymphatic transport for drug delivery
1,Strategies for the enhanced intracellular delivery of nanomaterials
1,Molecular methods for pathogen and microbial community detection and characterization: Current and potential application in diagnostic microbiology
1,"Design, synthesis, antiviral and cytostatic activity of ω-(1H-1,2,3-triazol-1-yl)(polyhydroxy)alkylphosphonates as acyclic nucleotide analogues"
1,The evolution of nucleoside analogue antivirals: A review for chemists and non-chemists. Part 1: Early structural modifications to the nucleoside scaffold
1,Benzotriazole: An overview on its versatile biological behavior
1,Chapter 4 Pushing the Bacterial Envelope Strategies for Re-Engineering Bacterial Surfaces with Heterologous Proteins and Sugars
1,"Structure-based design and synthesis of triazole-based macrocyclic inhibitors of norovirus protease: Structural, biochemical, spectroscopic, and antiviral studies"
1,Electro-spinning/netting: A strategy for the fabrication of three-dimensional polymer nano-fiber/nets
1,Chapter 34 Antiviral Drugs
1,"Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review"
1,Chapter 6 Developing Phytocompounds from Medicinal Plants as Immunomodulators
1,"Cysteine cathepsins: From structure, function and regulation to new frontiers"
1,"Chapter 1 Nanotechnologies for early diagnosis, in situ disease monitoring, and prevention"
1,Organic Carbamates in Drug Design and Medicinal Chemistry
